point,step,Privacy cost
0,0,1.461647923554514e-05
0,200,8.269564594819228
0,500,8.181158854093454
0,700,8.122673044211368
0,900,8.064624823193716
0,1200,7.97844328333378
0,1400,1.367149965343534e-09
0,1600,7.8648468651019305
0,1900,7.780730162569006
0,2100,7.725169729662229
0,2300,7.669979088824759
0,2600,7.5879182202248945
0,2800,7.533726340772858
0,3000,7.4799822754808325
0,3300,7.399889168408173
0,3500,7.299241244971448e-13
0,3700,7.294589432797738
0,4000,9.864991846666292
0,4200,9.794560101123796
0,4400,9.724541370314578
0,4600,9.655098806786086
0,4900,9.551840621778519
0,5100,7.462308839777444e-11
0,5300,7.444319005226323e-13
0,5600,1.7955500398661617e-08
0,5800,3.900567696067947e-10
0,6000,9.182598781460603
0,6300,9.084342749199973
0,6500,9.019484498264521
0,6700,8.95500837721686
0,7000,2.159660635829266e-17
0,7200,2.4505534614606913e-17
0,7400,2.4330492702733028e-17
0,7700,11.282676078531317
0,7900,11.202050751070303
0,8100,11.122074735040894
0,8400,2.3473860223927638e-17
0,8600,10.924536560453783
0,8800,10.846529599190273
0,9100,2.2892226889272352e-17
0,9300,10.653855319574358
1,0,1.731576576624893e-05
1,200,5.2412553877982314e-08
1,500,8.181126511900784
1,700,2.215244468788397e-11
1,900,1.6535944984996898e-06
1,1200,3.3347789162325304e-15
1,1400,3.1110944909671523e-17
1,1600,3.088872085451587e-17
1,1900,3.055835748084729e-17
1,2100,3.0340080532341755e-17
1,2300,3.0123362726196135e-17
1,2600,2.980118506858717e-17
1,2800,7.533752814436561
1,3000,1.085612520609973e-14
1,3300,7.399908670970934
1,3500,2.8855179747770305e-17
1,3700,3.671903363767043e-12
1,4000,2.4048316595289902e-17
1,4200,2.3876540570970004e-17
1,4400,4.9105268179133657e-17
1,4600,2.3536660722496025e-17
1,4900,2.328492965619922e-17
1,5100,2.3118606469831414e-17
1,5300,2.295347132220125e-17
1,5600,2.2707977627098262e-17
1,5800,2.2545775582492902e-17
1,6000,2.238473213966645e-17
1,6300,2.2145321266538926e-17
1,6500,2.1987138250718268e-17
1,6700,2.1830085128777927e-17
1,7000,2.159660635829266e-17
1,7200,2.4505534614606913e-17
1,7400,2.4330492702733028e-17
1,7700,2.407027138485799e-17
1,7900,2.3898338538307584e-17
1,8100,2.37276338002089e-17
1,8400,2.3473860223927638e-17
1,8600,2.3306187515334845e-17
1,8800,2.313971248488422e-17
1,9100,2.2892226889272352e-17
1,9300,2.2728708760622326e-17
2,0,1.1066162510446628e-05
2,200,8.269499211258985
2,500,1.8909348913519756e-12
2,700,8.12264093308917
2,900,3.223629325843667e-11
2,1200,7.978457301485767
2,1400,3.1110944909671523e-17
2,1600,1.0065872682076828e-09
2,1900,3.055835748084729e-17
2,2100,6.909263793956007e-15
2,2300,7.113798425266667e-11
2,2600,7.587966548956072
2,2800,2.9588316567958595e-17
2,3000,7.479867280518864
2,3300,7.39993304919452
2,3500,7.34703371245356
2,3700,1.0851919893957625e-16
2,4000,2.4048316595289902e-17
2,4200,6.074528955347049e-07
2,4400,9.724537464358878
2,4600,2.747652960843681e-13
2,4900,7.843169983406134e-10
2,5100,9.48363511664718
2,5300,7.510546091212934e-09
2,5600,9.806976063565394e-09
2,5800,9.248618827339131
2,6000,2.238473213966645e-17
2,6300,1.3514202081840922e-07
2,6500,9.019470007262925
2,6700,8.95507312091001
2,7000,2.498469738992912e-11
2,7200,11.48670742732847
2,7400,11.404669120162708
2,7700,2.702876039862312e-05
2,7900,11.202094967573988
2,8100,2.37276338002089e-17
2,8400,2.3473860223927638e-17
2,8600,10.92458378818856
2,8800,8.453667617251901e-07
2,9100,4.506907168825504e-17
2,9300,2.4690132402170836e-12
3,0,1.2166343412865578e-05
3,200,8.269622713657744
3,500,3.1748343312686466e-11
3,700,8.12270693932182
3,900,3.1673524788618926e-17
3,1200,1.8380200140219223e-06
3,1400,7.921392736985873
3,1600,7.864860683694842
3,1900,1.1575135409411874e-16
3,2100,3.0340080532341755e-17
3,2300,7.669938660261283
3,2600,1.0583936030419443e-15
3,2800,2.9588316567958595e-17
3,3000,1.971680397315072e-08
3,3300,2.9062773810587905e-17
3,3500,2.8855179747770305e-17
3,3700,2.864906852004808e-17
3,4000,1.0156548853485769e-13
3,4200,2.3876540570970004e-17
3,4400,2.3705991534754087e-17
3,4600,2.3536660722496025e-17
3,4900,9.551829112034703
3,5100,2.3118606469831414e-17
3,5300,9.415859907452397
3,5600,2.2707977627098262e-17
3,5800,5.410986139798314e-16
3,6000,8.703372583177921e-10
3,6300,2.867835469954939e-07
3,6500,9.01946638451439
3,6700,8.955017369388095
3,7000,8.859260564424096
3,7200,11.486700950192791
3,7400,11.404684125535125
3,7700,2.407027138485799e-17
3,7900,2.3898338538307584e-17
3,8100,2.37276338002089e-17
3,8400,1.5771499837951383e-16
3,8600,2.3306187515334845e-17
3,8800,2.313971248488422e-17
3,9100,6.41223829408827e-10
3,9300,2.2728708760622326e-17
4,0,1.1849596304405962e-05
4,200,1.5239427602238638e-11
4,500,8.181042063006416
4,700,1.9823795901872257e-05
4,900,5.268948436813653e-13
4,1200,6.685025813258223e-13
4,1400,7.921432751229462
4,1600,7.864781226873554
4,1900,7.780711365230043
4,2100,7.725130706869604
4,2300,7.669982457874386
4,2600,7.587909887693649
4,2800,1.5546587922053228e-05
4,3000,3.2054184410855974e-08
4,3300,5.103660867470422e-13
4,3500,7.3470756661975525
4,3700,8.426723348132989e-06
4,4000,4.427138886937102e-06
4,4200,9.79454436487434
4,4400,9.724566759037517
4,4600,2.3536660722496025e-17
4,4900,3.5644024944299527e-06
4,5100,3.298035692105488e-06
4,5300,9.415875035324376
4,5600,9.315177142581081
4,5800,1.3310059656378767e-15
4,6000,2.617621457914648e-10
4,6300,2.1591688234875467e-16
4,6500,9.019480875513482
4,6700,2.1830085128777927e-17
4,7000,2.159660635829266e-17
4,7200,1.9724404890462287e-06
4,7400,2.4330492702733028e-17
4,7700,4.738834678893926e-17
4,7900,6.743438994739076e-13
4,8100,4.671377904416137e-17
4,8400,1.743057726171882e-11
4,8600,10.924567361143446
4,8800,8.055703525012034e-05
4,9100,10.73048667464508
4,9300,10.653867334578564
5,0,1.2638065145449893e-05
