point,step,Privacy cost
0,0,1.117131663840431e-05
0,200,8.269537351652273
0,500,4.3354326906499835e-14
0,700,8.12266590840328
0,900,8.064665561001135
0,1200,7.978394219855964
0,1400,8.437665361865425e-16
0,1600,1.2902521379046064
0,1900,7.780690859056458
0,2100,7.725183302820419
0,2300,7.66998582692368
0,2600,7.5879332187876685
0,2800,7.533713103949756
0,3000,7.479916564015041
0,3300,7.399920047472364
0,3500,7.34703371245356
0,3700,7.294538166271593
0,4000,9.864993827848018
0,4200,9.794485354004197
0,4400,9.72462144250683
0,4600,9.65513952642116
0,4900,9.551834866905683
0,5100,9.483585597344334
0,5300,9.415882599263501
0,5600,9.31512850285004
0,5800,9.248654117890752
0,6000,2.238473213966645e-17
0,6300,9.084362817665994
0,6500,9.019430157045743
0,6700,8.955044345917859
0,7000,8.859264122826307
0,7200,11.486679359747322
0,7400,11.404654114796543
0,7700,11.282695164805265
0,7900,11.202076017636937
0,8100,11.122070554022978
0,8400,11.00311694727429
0,8600,10.924524240185438
0,8800,10.846525521764875
0,9100,3.140234069715052e-13
0,9300,10.653863329576685
1,0,9.83374586215951e-06
1,200,1.5230153580269245e-11
1,500,8.18110135688619
1,700,8.122644500990022
1,900,3.431791014032049e-07
1,1200,3.133476772086378e-17
1,1400,3.1110944909671523e-17
1,1600,1.7410006299818082e-16
1,1900,3.055835748084729e-17
1,2100,7.7250967740504395
1,2300,3.0123362726196135e-17
1,2600,7.587891556133229
1,2800,2.9588316567958595e-17
1,3000,2.937696857739163e-17
1,3300,2.9062773810587905e-17
1,3500,3.2055481501613817e-15
1,3700,2.864906852004808e-17
1,4000,2.4048316595289902e-17
1,4200,2.3876540570970004e-17
1,4400,2.3705991534754087e-17
1,4600,2.578651626719693e-07
1,4900,2.328492965619922e-17
1,5100,9.483593215693752
1,5300,2.295347132220125e-17
1,5600,2.2707977627098262e-17
1,5800,9.248624399529298
1,6000,6.854550346709457e-06
1,6300,2.2145321266538926e-17
1,6500,9.155569640332271e-07
1,6700,4.5219462052468734e-17
1,7000,2.159660635829266e-17
1,7200,11.486754926360426
1,7400,11.40467126378747
1,7700,11.282707888992988
1,7900,2.3898338538307584e-17
1,8100,2.37276338002089e-17
1,8400,2.3473860223927638e-17
1,8600,1.2889996828207923e-13
1,8800,10.846470476571044
1,9100,10.730535080423321
1,9300,2.2728708760622326e-17
2,0,8.532537819038898e-06
2,200,8.868895796073043e-08
2,500,8.181081592246393
2,700,8.12270693932182
2,900,7.697626327415863e-16
2,1200,3.172563591460232e-05
2,1400,7.9214884233118426
2,1600,7.864796772756293
2,1900,7.780714782927181
2,2100,7.725130706869604
2,2300,2.28131956493189e-09
2,2600,7.587943217834243
2,2800,7.533772669701989
2,3000,5.225539562099676e-16
2,3300,7.399884292769835
2,3500,2.3998216756732843e-06
2,3700,1.7602457534759807e-09
2,4000,9.864970053680086
2,4200,9.79452862863237
2,4400,9.724582382876232
2,4600,9.655100745815655
2,4900,9.551855968109209
2,5100,4.788854197322229e-16
2,5300,9.41592420096
2,5600,9.31515282270573
2,5800,2.2545775582492902e-17
2,6000,2.238473213966645e-17
2,6300,9.084329978364964
2,6500,9.019430157045743
2,6700,8.95504074904645
2,7000,7.498548598406317e-09
2,7200,7.596179671958521e-14
2,7400,11.404664832914454
2,7700,2.4412270397542123e-08
2,7900,2.3898338538307584e-17
2,8100,2.37276338002089e-17
2,8400,11.003112810973992
2,8600,2.5404035719059084e-13
2,8800,4.712753694859959e-08
2,9100,10.73046852249589
2,9300,10.653895369604236
3,0,8.224769547925529e-06
3,200,8.269579124518856
3,500,1.4157347073252342e-05
3,700,8.122651636792996
3,900,1.2429458970079235e-15
3,1200,7.97840473345178
3,1400,1.0933193040314458e-11
3,1600,7.864874502295086
3,1900,2.824961699520384e-07
3,2100,1.149245474709917e-16
3,2300,8.281338248240773e-09
3,2600,6.971671173621015e-16
3,2800,7.533732959186057
3,3000,2.937696857739163e-17
3,3300,1.5460718191961595
3,3500,2.8855179747770305e-17
3,3700,7.294563799522437
3,4000,9.864972034860518
3,4200,9.794487321031129
3,4400,9.724574570955514
3,4600,2.3536660722496025e-17
3,4900,4.8233068573555715e-17
3,5100,6.308076908196834e-16
3,5300,1.698884784576074e-14
3,5600,8.93939215677645
3,5800,2.5712708967404136e-05
3,6000,9.182547145818978
3,6300,9.084359168852938
3,6500,9.019473630012676
3,6700,8.954992191315089
3,7000,2.159660635829266e-17
3,7200,2.4505534614606913e-17
3,7400,2.4330492702733028e-17
3,7700,2.407027138485799e-17
3,7900,11.202099178672597
3,8100,11.12208727809765
3,8400,11.003150037693482
3,8600,10.924567361143446
3,8800,10.846454166901463
3,9100,2.2892226889272352e-17
3,9300,2.2728708760622326e-17
4,0,1.2304894353366858e-05
4,200,8.26957549209329
4,500,8.181180415574264
4,700,8.122603470157063
4,900,3.339296701978233e-09
4,1200,1.3625424062306064
4,1400,7.921436230731593
4,1600,1.2009973341612387e-07
4,1900,7.7807096563819815
4,2100,7.725125616944286
4,2300,7.669942029306095
4,2600,2.980118506858717e-17
4,2800,7.533723031566491
4,3000,2.937696857739163e-17
4,3300,7.399913546614319
4,3500,2.8855179747770305e-17
4,3700,7.294583024476449
4,4000,2.4048316595289902e-17
4,4200,4.1343260039416875e-08
4,4400,9.724574570955514
4,4600,9.341624650968382e-11
4,4900,2.328492965619922e-17
4,5100,9.483631307467242
4,5300,4.471828073664583e-15
4,5600,9.315162176502275
4,5800,2.2545775582492902e-17
4,6000,2.238473213966645e-17
4,6300,9.084370115293419
4,6500,9.02927690459561e-08
4,6700,2.1830085128777927e-17
4,7000,8.859296148463875
4,7200,2.4505534614606913e-17
4,7400,11.404688412785667
4,7700,11.282707888992988
4,7900,11.20205285661647
4,8100,7.933927551944846e-16
4,8400,11.003150037693482
4,8600,10.924538613832695
4,8800,10.846501057223636
4,9100,2.2892226889272352e-17
4,9300,5.382953739322043e-13
5,0,1.17588680543453e-05
5,200,8.269604551509081
5,500,8.181090576171748
5,700,8.122678396068919
5,900,1.0934062507076511e-10
5,1200,4.778950186730502e-06
5,1400,7.921425792226437
5,1600,7.864857229046563
5,1900,3.055835748084729e-17
5,2100,7.725152763224327
5,2300,7.669910023397725
5,2600,1.196515819524662e-10
5,2800,7.533708140143082
5,3000,7.4799264207251275
5,3300,7.399929798763403
5,3500,7.347045007685776
5,3700,1.684595742164105e-06
5,4000,9.864934392460945
5,4200,9.794522727542834
5,4400,3.193496771195787e-12
5,4600,2.3536660722496025e-17
5,4900,3.271186486216669e-10
5,5100,7.480809637706991e-06
5,5300,2.295347132220125e-17
5,5600,9.315147210429807
5,5800,9.248654117890752
5,6000,4.636837371788068e-17
5,6300,9.084373764107772
5,6500,9.019495366519466
5,6700,8.955062330285232
5,7000,0.10735315862870527
5,7200,11.4866987911472
5,7400,11.404660545666717
5,7700,11.28270364759628
5,7900,11.202196034076335
5,8100,1.4729113925838108e-06
5,8400,4.6214162315857634e-17
5,8600,10.9245920017145
5,8800,10.846501057223636
5,9100,10.730494742270272
5,9300,1.6976853872672605e-13
6,0,9.558891249285489e-06
6,200,1.1349533920553398e-07
6,500,8.181085185816366
6,700,8.122739050514845
6,900,8.064621280778216
6,1200,7.978366183619576
6,1400,7.921396216483232
6,1600,3.6332005582353684e-09
6,1900,7.7807199094733
6,2100,3.0340080532341755e-17
6,2300,7.669995934076179
6,2600,2.980118506858717e-17
6,2800,7.533732959186057
6,3000,7.479895207822985
6,3300,7.399866415435791
6,3500,7.347062757346103
6,3700,7.294571809918226
6,4000,9.864958166603357
6,4200,6.658746775342662e-08
6,4400,9.724502310779423
6,4600,1.4723911427848833
6,4900,9.551882824206116
6,5100,9.483623689108756
6,5300,9.415897727147117
6,5600,9.315177142581081
6,5800,9.248657832687227
6,6000,2.238473213966645e-17
6,6300,2.2145321266538926e-17
6,6500,4.554478637648802e-17
6,6700,8.954999385047529
6,7000,6.241419237546612e-15
6,7200,11.486653451230694
6,7400,2.7332825562431535e-06
6,7700,11.282716371787936
6,7900,11.20204653997748
6,8100,9.299888850173377e-10
6,8400,2.3473860223927638e-17
6,8600,10.924530400319494
6,8800,7.896059607799549e-07
6,9100,2.2892226889272352e-17
6,9300,10.653851314574762
7,0,1.2473901778421747e-05
7,200,3.938801752508515e-07
7,500,5.2243742106415335e-05
7,700,9.451042408516231e-09
7,900,8.064662018580792
7,1200,7.978383706263897
7,1400,5.285089611018765e-15
7,1600,2.8955861694094825e-05
7,1900,3.055835748084729e-17
7,2100,5.095533779732635e-13
7,2300,7.6699487673969164
7,2600,7.587943217834243
7,2800,7.533703176336574
7,3000,7.4799264207251275
7,3300,1.6913637987944716e-05
7,3500,2.34544606823066e-12
7,3700,2.864906852004808e-17
7,4000,1.2383213599304182e-06
7,4200,2.3876540570970004e-17
7,4400,2.3705991534754087e-17
7,4600,2.3536660722496025e-17
7,4900,9.551834866905683
