point,step,Privacy cost,Privacy cost difference,Sum of differences
5,0,9.747563791256178e-06,-2.172185335841618e-06,143.18409318691192
5,200,8.26956096239618,5.164529547204158,143.18409318691192
5,500,8.181173228412025,7.608291641204112,143.18409318691192
5,700,8.122699803506434,2.5196123658353553,143.18409318691192
5,900,1.0625636392823571e-08,-0.0003354849498129072,143.18409318691192
5,1200,4.7676323856502116e-15,-3.931628137960587e-05,143.18409318691192
5,1400,7.921396216483232,4.897485281617701,143.18409318691192
5,1600,7.86482268257964,5.398438946979213,143.18409318691192
5,1900,3.0558357480847287e-17,-0.00013588837737966945,143.18409318691192
5,2100,7.725186696110976,7.72486572140646,143.18409318691192
5,2300,2.0209884455173038e-10,-0.48050860903303466,143.18409318691192
5,2600,3.320786468139757e-05,-9.044568309460243e-05,143.18409318691192
5,2800,7.533698212531678,6.793425610056652,143.18409318691192
5,3000,3.0446062339549587e-11,-2.5197061404716457,143.18409318691192
5,3300,7.399903795329106,3.103017020210528,143.18409318691192
5,3500,7.347078893411375,2.571836461344187,143.18409318691192
5,3700,2.864906852004808e-17,-0.00010019788584007134,143.18409318691192
5,4000,9.865021564397916,2.57001228358886,143.18409318691192
5,4200,9.794526661602136,5.940098532167884,143.18409318691192
5,4400,2.370599153475409e-17,-4.927133132811211e-05,143.18409318691192
5,4600,9.65514340448442,9.654639218288054,143.18409318691192
5,4900,9.551852131525653,9.55171706241118,143.18409318691192
5,5100,9.483631307467242,4.820839505149751,143.18409318691192
5,5300,9.415878817293706,8.055717307120531,143.18409318691192
5,5600,9.31517714258108,7.940109371364666,143.18409318691192
5,5800,9.248631829116391,5.609141282124607,143.18409318691192
5,6000,2.238473213966645e-17,-0.0005055448121654777,143.18409318691192
5,6300,9.084350046822603,5.4154453223031185,143.18409318691192
5,6500,2.6227201565320804e-06,-3.7870504529320566,143.18409318691192
5,6700,8.95505153966353,4.136404010424144e-06,143.18409318691192
5,7000,3.547361466829939e-07,-0.000171416725865117,143.18409318691192
5,7200,4.737937992299665e-07,-7.108423302684417e-05,143.18409318691192
5,7400,11.404658402043502,10.500082923119175,143.18409318691192
5,7700,2.407027138485799e-17,-2.210071666880012,143.18409318691192
5,7900,11.202086545378291,9.00778621647737,143.18409318691192
5,8100,11.122108183201329,8.439760327065903,143.18409318691192
5,8400,11.003133492480378,8.846556415190722,143.18409318691192
5,8600,10.924563254383193,6.201017130277391,143.18409318691192
5,8800,10.846452128192771,3.2493025335078203,143.18409318691192
5,9100,10.730514911340784,0.5993618465524708,143.18409318691192
5,9300,2.272870876062233e-17,-0.00016313027800607727,143.18409318691192
