point,step,Privacy cost,Privacy cost difference,Sum of differences
5,0,1.3569601833239e-05,1.6498527061412032e-06,202.45965585450884
5,200,8.269555513760876,5.164524098568854,202.45965585450884
5,500,8.18109596652888,7.608214379320967,202.45965585450884
5,700,8.122648068891289,2.5195606312202106,202.45965585450884
5,900,8.064704527652154,8.064369032076705,202.45965585450884
5,1200,7.97840473345178,7.978365417170395,202.45965585450884
5,1400,7.921378819000576,4.897467884135045,202.45965585450884
5,1600,7.864871047644411,5.398487312043984,202.45965585450884
5,1900,7.780736997968196,7.780601109590816,202.45965585450884
5,2100,2.438110507555704e-09,-0.0003209722664050925,202.45965585450884
5,2300,7.669943713829008,7.1894351045938745,202.45965585450884
5,2600,7.587926552759333,7.587802899211557,202.45965585450884
5,2800,7.53372137696311,6.793448774488085,202.45965585450884
5,3000,7.479932991867157,4.960226851365066,202.45965585450884
5,3300,4.138141416724913e-06,-4.296882636977161,202.45965585450884
5,3500,7.347043394081177,2.571800962013989,202.45965585450884
5,3700,7.294583024476449,7.294482826590609,202.45965585450884
5,4000,1.2149073673883903e-05,-7.294997131735381,202.45965585450884
5,4200,9.794506991311184,5.940078861876932,202.45965585450884
5,4400,9.72457066499586,9.724521393664531,202.45965585450884
5,4600,9.655050331096268,9.654546144899902,202.45965585450884
5,4900,9.551878987619355,9.551743918504883,202.45965585450884
5,5100,9.483631307467242,4.820839505149751,202.45965585450884
5,5300,9.415842888604518,8.055681378431343,202.45965585450884
5,5600,9.31517714258108,7.940109371364666,202.45965585450884
5,5800,9.24863925870609,5.609148711714306,202.45965585450884
5,6000,9.18259140493566,9.182085860123495,202.45965585450884
5,6300,4.10079820472162e-07,-3.6689043144396645,202.45965585450884
5,6500,9.01945189352145,5.232398817869237,202.45965585450884
5,6700,8.955035353738593,-1.2049520927703838e-05,202.45965585450884
5,7000,3.1183425264510985e-07,-0.00017145962775915488,202.45965585450884
5,7200,11.486716063511809,11.486644505484982,202.45965585450884
5,7400,11.404684125535123,10.500108646610796,202.45965585450884
5,7700,11.282746061585252,9.07267439470524,202.45965585450884
5,7900,2.061231698929042e-16,-2.1943003289009213,202.45965585450884
5,8100,11.122047558433747,8.439699702298322,202.45965585450884
5,8400,11.00314176508551,8.846564687795855,202.45965585450884
5,8600,10.92451602667654,6.200969902570739,202.45965585450884
5,8800,10.846517366915556,3.249367772230605,202.45965585450884
5,9100,10.730518945156508,0.5993658803681949,202.45965585450884
5,9300,6.949034840657654e-05,-9.363992959952347e-05,202.45965585450884
