point,step,Privacy cost,Privacy cost difference,Sum of differences
8,0,1.0172442756430508e-05,1.4828871200005553e-06,81.83167150963888
8,200,4.540683265815926e-07,-4.424622344758245e-05,81.83167150963888
8,500,2.4532233826361503e-09,-5.4988520763245524e-05,81.83167150963888
8,700,8.122703371414303,8.12255025173182,81.83167150963888
8,900,7.409685192973899e-16,-3.4237870941020995e-05,81.83167150963888
8,1200,7.978401228919421,7.978372114938234,81.83167150963888
8,1400,6.955558801486866e-14,-1.1331976752200333e-05,81.83167150963888
8,1600,4.163680425904243e-09,-1.4674178279462899e-05,81.83167150963888
8,1900,8.993519068888256e-13,-3.0396900762738895e-05,81.83167150963888
8,2100,1.4342583524379658e-16,-7.275301275411188e-05,81.83167150963888
8,2300,6.831997580121783e-10,-2.8873190911632683e-05,81.83167150963888
8,2600,2.980118506858717e-17,-2.8663263136883333e-06,81.83167150963888
8,2800,2.9588316567958595e-17,-9.84435892727007e-05,81.83167150963888
8,3000,7.479936277438756,7.479933714748109,81.83167150963888
8,3300,1.3738765801368751e-16,-5.2045705056022735e-05,81.83167150963888
8,3500,2.8855179747770305e-17,-1.0510936611815553e-05,81.83167150963888
8,3700,2.995129890732295e-15,-3.834660038765188e-05,81.83167150963888
8,4000,2.4048316595289905e-17,-3.2523517823224946e-05,81.83167150963888
8,4200,2.3876540570970004e-17,-1.2819462887137913e-05,81.83167150963888
8,4400,9.724551135205438,9.723762059907116,81.83167150963888
8,4600,9.655158916742078,9.655146271016655,81.83167150963888
8,4900,5.1731629254399735e-14,-3.0610763079179204e-05,81.83167150963888
8,5100,2.3118606469831414e-17,-3.0380016669005776e-05,81.83167150963888
8,5300,9.415793723095716,9.415763487080842,81.83167150963888
8,5600,9.315164047261431,9.315117198895772,81.83167150963888
8,5800,2.2545775582492905e-17,-4.048963238177762e-05,81.83167150963888
8,6000,2.238473213966645e-17,-1.5624242521842332e-05,81.83167150963888
8,6300,2.214532126653893e-17,-1.188998098780608e-05,81.83167150963888
8,6500,2.1987138250718268e-17,-1.0971734634090221e-05,81.83167150963888
8,6700,2.183008512877793e-17,-1.1722374101751102e-05,81.83167150963888
8,7000,8.859267681228186,8.859221776012994,81.83167150963888
8,7200,2.4505534614606916e-17,-3.9700138157364815e-06,81.83167150963888
8,7400,4.790065750850576e-17,-3.4005130128094383e-06,81.83167150963888
8,7700,11.282673957834335,11.282659865629453,81.83167150963888
8,7900,2.3898338538307584e-17,-3.363517236657062e-05,81.83167150963888
8,8100,2.37276338002089e-17,-3.339482269341259e-05,81.83167150963888
8,8400,2.347386022392764e-17,-1.3488829846711242e-05,81.83167150963888
8,8600,2.3306187515334845e-17,-3.280170810157022e-05,81.83167150963888
8,8800,3.4790796103449307e-09,3.444154861815627e-09,81.83167150963888
8,9100,2.2892226889272352e-17,-1.3252954113277767e-05,81.83167150963888
8,9300,2.272870876062233e-17,-3.202588209118086e-05,81.83167150963888
