point,step,Privacy cost,Privacy cost difference,Sum of differences
7,0,1.3244873886227847e-05,2.9419853930889044e-07,206.02895969292626
7,200,8.269559146184042,8.268649117245237,206.02895969292626
7,500,8.181148073358454,6.850996081585677,206.02895969292626
7,700,3.1901394992527706e-17,-0.00010732735136386809,206.02895969292626
7,900,8.064683273109251,7.5654420441448025,206.02895969292626
7,1200,7.97844328333378,7.97824242002894,206.02895969292626
7,1400,7.921415353725764,7.921216103800452,206.02895969292626
7,1600,7.864850319749737,7.864769499998502,206.02895969292626
7,1900,7.780730162569006,7.780556745441528,206.02895969292626
7,2100,2.0874168479490943e-11,-2.764156602073478e-05,206.02895969292626
7,2300,7.669953820965728,7.196499578214233,206.02895969292626
7,2600,7.587936551802798,7.586693276160952,206.02895969292626
7,2800,7.53377597891426,7.071504323078995,206.02895969292626
7,3000,7.479926420725127,7.479826514933255,206.02895969292626
7,3300,7.399874541495081,7.399857766592867,206.02895969292626
7,3500,7.347082120624879,7.346887442317974,206.02895969292626
7,3700,9.399151673913763e-14,-0.00010801064600630848,206.02895969292626
7,4000,3.3582806678650444e-05,-0.00011773256790134957,206.02895969292626
7,4200,1.9839869441277245e-11,-9.777520630072072e-06,206.02895969292626
7,4400,9.724556994141178,9.724418986419678,206.02895969292626
7,4600,9.655092989699764,9.654581067563182,206.02895969292626
7,4900,9.551788827964966,4.6729813804393245,206.02895969292626
7,5100,2.3118606469831414e-17,-0.0004924288234615769,206.02895969292626
7,5300,9.41584477958681,9.415727963035614,206.02895969292626
7,5600,2.2707977627098265e-17,-0.0001251262857473773,206.02895969292626
7,5800,9.248657832687227,9.248531954644138,206.02895969292626
7,6000,4.6368373717880677e-17,-0.0017972554780133535,206.02895969292626
7,6300,2.214532126653893e-17,-0.00011192520879787786,206.02895969292626
7,6500,1.2204432239023724e-14,-5.8309519150217255e-05,206.02895969292626
7,6700,8.955011974085178,8.9549535022097,206.02895969292626
7,7000,8.85924633081945,8.85912645651663,206.02895969292626
7,7200,5.032479562394425e-13,-0.00013072528295425204,206.02895969292626
7,7400,1.1389711896466962e-15,-0.00010186672448876103,206.02895969292626
7,7700,11.28269304410716,6.399775499814892,206.02895969292626
7,7900,4.659712984660847e-13,-8.628844468975806e-05,206.02895969292626
7,8100,1.6054636071210848e-13,-7.492894643443058e-05,206.02895969292626
7,8400,11.003137628782255,8.758496688652258,206.02895969292626
7,8600,8.808905393265645e-11,-0.037589453550464544,206.02895969292626
7,8800,10.84649901851214,10.846368536874204,206.02895969292626
7,9100,10.730494742270272,10.570020349741068,206.02895969292626
7,9300,10.65385932457529,10.653774897189754,206.02895969292626
