point,step,Privacy cost,Privacy cost difference,Sum of differences
2,0,9.048654432504816e-06,7.422548430057279e-08,161.55751317654338
2,200,8.269408400990491,5.438676382285223,161.55751317654338
2,500,8.181166041252279,7.678521315905513,161.55751317654338
2,700,8.122710507230542,8.122492746515903,161.55751317654338
2,900,8.064646077694801,8.064612747162279,161.55751317654338
2,1200,3.839173722696884e-14,-0.0005580595934911083,161.55751317654338
2,1400,3.1110944909671523e-17,-5.574286334666661e-05,161.55751317654338
2,1600,1.7249857478602037e-08,-0.501067148610941,161.55751317654338
2,1900,1.1567449519500032e-12,-3.92901637917995e-05,161.55751317654338
2,2100,3.0340080532341755e-17,-2.7041459464721516e-05,161.55751317654338
2,2300,7.669972350726702,7.669918280231113,161.55751317654338
2,2600,2.980118506858717e-17,-5.389427879079204e-05,161.55751317654338
2,2800,2.9588316567958595e-17,-9.844348877093737e-05,161.55751317654338
2,3000,2.937696857739163e-17,-5.2840326517139514e-05,161.55751317654338
2,3300,2.9062773810587905e-17,-0.00018570085930997093,161.55751317654338
2,3500,2.8855179747770305e-17,-0.00021119108720887112,161.55751317654338
2,3700,2.864906852004808e-17,-4.02660888149967e-05,161.55751317654338
2,4000,2.4048316595289905e-17,-0.00011874858488837595,161.55751317654338
2,4200,2.3876540570970004e-17,-3.247379492547614e-05,161.55751317654338
2,4400,9.724545276270725,9.724481630601916,161.55751317654338
2,4600,9.655127892234995,9.6550105754941,161.55751317654338
2,4900,9.551798419405443,9.551736719873233,161.55751317654338
2,5100,2.3118606469831414e-17,-3.0826396193935053e-05,161.55751317654338
2,5300,9.415871253356316,9.415808659819266,161.55751317654338
2,5600,7.217892888613347e-17,-6.033494853380284e-05,161.55751317654338
2,5800,1.4187344530157598e-10,-2.908459086792028e-06,161.55751317654338
2,6000,1.5226497803958882e-06,-6.059609450773912e-05,161.55751317654338
2,6300,2.214532126653893e-17,-5.885305111055186e-05,161.55751317654338
2,6500,2.1987138250718268e-17,-6.03662497294927e-05,161.55751317654338
2,6700,2.183008512877793e-17,-0.00048569850122827813,161.55751317654338
2,7000,2.159660635829266e-17,-5.7376975287974805e-05,161.55751317654338
2,7200,2.4505534614606916e-17,-0.004583902758945876,161.55751317654338
2,7400,11.40467126378747,11.404602161079303,161.55751317654338
2,7700,11.282707888992988,11.282628714803986,161.55751317654338
2,7900,11.20208022873328,11.201953045730823,161.55751317654338
2,8100,11.122081006568264,11.085039586723962,161.55751317654338
2,8400,8.527593478404208e-12,-1.3489153686288851e-05,161.55751317654338
2,8600,10.924563254383193,10.924497060551472,161.55751317654338
2,8800,10.846492902380149,10.846458687197167,161.55751317654338
2,9100,10.73047860702182,10.694810061620132,161.55751317654338
2,9300,10.653815269593087,9.304219920511075,161.55751317654338
