,5,7,8,1,3,0,2,4,6
5,1.0,0.021274156289162044,-0.31201636384645914,0.10420972744931392,-0.14696072487083384,0.041760925447614436,0.09701388324659413,-0.19239434684752443,-0.17135289324236616
7,0.021274156289162044,1.0,-0.07377688467510525,-0.19260009782956686,-0.16771220336621923,-0.16250156603673246,0.09973717137697093,0.15012289058606823,-0.19554847772582457
8,-0.31201636384645914,-0.07377688467510525,1.0,0.08450052210667566,0.01989000468550962,0.2516119700073207,-0.16692426818843784,0.16542948403686203,0.02357098450508154
1,0.10420972744931392,-0.19260009782956686,0.08450052210667566,1.0,-0.09046937221393944,0.10086681969497308,-0.09029033981926222,0.26282657555981676,0.13948970807187916
3,-0.14696072487083384,-0.16771220336621923,0.01989000468550962,-0.09046937221393944,1.0,-0.14634369184656132,-0.07862249241547083,0.11563803288165105,-0.09185391310832883
0,0.041760925447614436,-0.16250156603673246,0.2516119700073207,0.10086681969497308,-0.14634369184656132,1.0,-0.14604646785762293,-0.047734347861761485,-0.17063271346197578
2,0.09701388324659413,0.09973717137697093,-0.16692426818843784,-0.09029033981926222,-0.07862249241547083,-0.14604646785762293,1.0,-0.10292910965937513,-0.09167098522773734
4,-0.19239434684752443,0.15012289058606823,0.16542948403686203,0.26282657555981676,0.11563803288165105,-0.047734347861761485,-0.10292910965937513,1.0,-0.12025613554027938
6,-0.17135289324236616,-0.19554847772582457,0.02357098450508154,0.13948970807187916,-0.09185391310832883,-0.17063271346197578,-0.09167098522773734,-0.12025613554027938,1.0
