,0,2,4,6,5,7,8,1,3
0,1.0,-0.026030943916689555,0.2790372666723686,0.23624806342433222,-0.12454964848704966,0.13390077815699503,-0.11700381573946939,-0.24693338142902388,0.11606041291340274
2,-0.026030943916689555,1.0,-0.10515953779430355,0.23935693482449213,0.18195537549244056,-0.09468374152644775,-0.39634701823572993,0.19606473509127256,0.028940460448253998
4,0.2790372666723686,-0.10515953779430355,1.0,0.10776688672780828,-0.07068558936371998,0.18170731650239688,-0.10449073329212132,-0.008323905775791684,0.006831633756744932
6,0.23624806342433222,0.23935693482449213,0.10776688672780828,1.0,0.116933061892056,0.05446943343527499,-0.2240072311496609,0.10120652122949231,-0.005833695634169635
5,-0.12454964848704966,0.18195537549244056,-0.07068558936371998,0.116933061892056,1.0,-0.10357149511047262,0.01699349878804504,0.12384774167639698,-0.0041414579734658594
7,0.13390077815699503,-0.09468374152644775,0.18170731650239688,0.05446943343527499,-0.10357149511047262,1.0,0.13448113971847178,0.02520102473134147,-0.09139839602489733
8,-0.11700381573946939,-0.39634701823572993,-0.10449073329212132,-0.2240072311496609,0.01699349878804504,0.13448113971847178,1.0,0.07945660973035001,-0.07435994215951554
1,-0.24693338142902388,0.19606473509127256,-0.008323905775791684,0.10120652122949231,0.12384774167639698,0.02520102473134147,0.07945660973035001,1.0,-0.13553351903039434
3,0.11606041291340274,0.028940460448253998,0.006831633756744932,-0.005833695634169635,-0.0041414579734658594,-0.09139839602489733,-0.07435994215951554,-0.13553351903039434,1.0
