point,step,Privacy cost,Privacy cost difference,Sum of differences
4,0,8.164805812997678e-06,-2.2626222239389496e-06,200.77171567720626
4,200,7.611802785529776e-05,-0.1818688271777,200.77171567720626
4,500,1.2796028825437469,1.2795358078419456,200.77171567720626
4,700,8.12272477886968,4.762748505003264,200.77171567720626
4,900,1.21319197978225e-15,-0.0002031180590550868,200.77171567720626
4,1200,7.82252922876493e-09,-0.00017573727693737123,200.77171567720626
4,1400,7.921394476734122,7.250478676884001,200.77171567720626
4,1600,7.864786408834033,2.815640855023277,200.77171567720626
4,1900,7.780666935205681,7.30407036946782,200.77171567720626
4,2100,7.725145976651706,7.724997929428838,200.77171567720626
4,2300,7.669957190012336,2.684845029906727,200.77171567720626
4,2600,7.587953216883656,7.587889508710083,200.77171567720626
4,2800,7.321424640389492e-07,-6.30370623871316e-05,200.77171567720626
4,3000,3.7035283026343885e-09,-1.4912243160892587e-05,200.77171567720626
4,3300,7.399959052656716,7.277036857505598,200.77171567720626
4,3500,2.8855179747770305e-17,-0.00018439390762097115,200.77171567720626
4,3700,7.294586228636908,7.294528347110638,200.77171567720626
4,4000,4.981437009024356e-17,-0.00222111834677825,200.77171567720626
4,4200,9.794536496751988,8.38742094232686,200.77171567720626
4,4400,7.038867670754698e-12,-0.00011736786623613233,200.77171567720626
4,4600,9.655096867757472,9.653437193954073,200.77171567720626
4,4900,9.551834866905685,9.550051103844957,200.77171567720626
4,5100,9.483581788171112,9.483514083761689,200.77171567720626
4,5300,9.41590529109082,9.179650664864669,200.77171567720626
4,5600,9.31518836714547,6.868807366294639,200.77171567720626
4,5800,9.248624399529298,9.24859475881358,200.77171567720626
4,6000,3.805762571490257e-10,-3.019499655790098e-05,200.77171567720626
4,6300,9.084339100390103,7.804619119411638,200.77171567720626
4,6500,1.123907122902721e-12,-0.0001586948341290929,200.77171567720626
4,6700,2.183008512877793e-17,-6.27611282298879e-05,200.77171567720626
4,7000,8.859299706870338,8.859284881678581,200.77171567720626
4,7200,11.486741972073228,11.37053908882369,200.77171567720626
4,7400,11.404705561792047,11.404636438934999,200.77171567720626
4,7700,0.0002177631317493,7.7128190417e-05,200.77171567720626
4,7900,11.202103389771697,11.201975538154736,200.77171567720626
4,8100,11.122066373005548,11.122032929325462,200.77171567720626
4,8400,2.347386022392764e-17,-1.3529808077422749e-05,200.77171567720626
4,8600,3.365413819524008e-09,-0.8227409003175196,200.77171567720626
4,8800,10.846503095934375,4.9433600036880225,200.77171567720626
4,9100,10.730448353453005,6.066028331289424,200.77171567720626
4,9300,10.6538433045753,10.653771072613255,200.77171567720626
