point,step,Privacy cost,Privacy cost difference,Sum of differences
3,0,8.830343956897058e-06,-1.418265800642456e-06,176.75523708368493
3,200,8.269470151943658,6.99469900061794,176.75523708368493
3,500,8.18102768874961,8.180961248391506,176.75523708368493
3,700,2.242369354912497e-12,-0.00010886314184053064,176.75523708368493
3,900,8.064623051986294,8.064594513743778,176.75523708368493
3,1200,5.137643262666323e-09,-3.1387725238176164e-05,176.75523708368493
3,1400,7.92141187422612,7.921350110167267,176.75523708368493
3,1600,7.864877956946189,7.8648225476531115,176.75523708368493
3,1900,3.0558357480847287e-17,-2.9186465110859977e-06,176.75523708368493
3,2100,7.725074717739096,7.725047694308542,176.75523708368493
3,2300,7.669958874536153,7.669904731572562,176.75523708368493
3,2600,1.1644234142298265e-05,1.1533832976868089e-05,176.75523708368493
3,2800,2.9588316567958595e-17,-1.3946961342384828e-05,176.75523708368493
3,3000,2.169252479995446e-05,1.6045523544394686e-05,176.75523708368493
3,3300,2.9062773810587905e-17,-8.041598459266255e-06,176.75523708368493
3,3500,7.347059530134214,7.347048689411651,176.75523708368493
3,3700,7.294595841120564,7.2945418554711425,176.75523708368493
3,4000,9.86498788430402,9.864868408132084,176.75523708368493
3,4200,9.794552232998562,9.794430799580162,176.75523708368493
3,4400,2.370599153475409e-17,-3.3504489279246985e-06,176.75523708368493
3,4600,2.3536660722496025e-17,-3.0929444752519963e-05,176.75523708368493
3,4900,9.551867477862633,9.551805844409811,176.75523708368493
3,5100,3.1058333071265135e-05,2.598489292437553e-05,176.75523708368493
3,5300,1.3082249003405368e-13,-7.295255822075021e-05,176.75523708368493
3,5600,9.315192108667816,9.315143733933652,176.75523708368493
3,5800,9.248598395986356,9.248466046396183,176.75523708368493
3,6000,2.238473213966645e-17,-2.7936522372402663e-05,176.75523708368493
3,6300,9.084381061737794,9.084321215185732,176.75523708368493
3,6500,9.019439213908669,9.019387006369508,176.75523708368493
3,6700,8.955013772519122,8.954955989745615,176.75523708368493
3,7000,4.473582745646354e-17,-2.8418980210495608e-05,176.75523708368493
3,7200,2.4505534614606916e-17,-3.3519110706638627e-06,176.75523708368493
3,7400,2.4330492702733028e-17,-0.00012946591860587566,176.75523708368493
3,7700,11.282712130390204,11.282677920008261,176.75523708368493
3,7900,2.3898338538307584e-17,-6.829692611530868e-05,176.75523708368493
3,8100,3.954790016855838e-12,-7.015170504295228e-05,176.75523708368493
3,8400,1.012184134845121e-05,-6.017243227619904e-06,176.75523708368493
3,8600,2.3306187515334845e-17,-3.2817767894620836e-05,176.75523708368493
3,8800,10.846423586290808,10.846357866872268,176.75523708368493
3,9100,10.730502809896516,10.730470552320012,176.75523708368493
3,9300,2.272870876062233e-17,-3.198908967953155e-05,176.75523708368493
