point,step,Privacy cost,Privacy cost difference,Sum of differences
3,0,1.2243819525471385e-05,1.9952097679318713e-06,59.88629916855487
3,200,8.269611816367567,6.994840665041849,59.88629916855487
3,500,1.5558322430232854e-11,-6.644034254492413e-05,59.88629916855487
3,700,1.4527701937809314e-14,-0.0001088631440683723,59.88629916855487
3,900,3.167352478861893e-17,-2.8538242516646674e-05,59.88629916855487
3,1200,6.909126374767328e-14,-3.139286281234756e-05,59.88629916855487
3,1400,3.227651372266644e-06,-5.8536407480965524e-05,59.88629916855487
3,1600,7.864829591869873,7.864774182576796,59.88629916855487
3,1900,3.0558357480847287e-17,-2.9186465110859977e-06,59.88629916855487
3,2100,7.72513749343858,7.725110470008026,59.88629916855487
3,2300,3.0123362726196135e-17,-5.414296359108136e-05,59.88629916855487
3,2600,5.254773598628074e-10,-1.0987568807031213e-07,59.88629916855487
3,2800,2.9588316567958595e-17,-1.3946961342384828e-05,59.88629916855487
3,3000,2.937696857739163e-17,-5.6470012555304005e-06,59.88629916855487
3,3300,2.9062773810587905e-17,-8.041598459266255e-06,59.88629916855487
3,3500,2.8855179747770305e-17,-1.0840722561953583e-05,59.88629916855487
3,3700,1.06502521554163e-11,-5.398563877065552e-05,59.88629916855487
3,4000,3.012084110284674e-08,-0.00011944605109479716,59.88629916855487
3,4200,4.945854832558091e-17,-0.00012143341839935055,59.88629916855487
3,4400,2.370599153475409e-17,-3.3504489279246985e-06,59.88629916855487
3,4600,9.65514728254814,9.655116353103388,59.88629916855487
3,4900,2.328492965619922e-17,-6.16334528211128e-05,59.88629916855487
3,5100,2.3118606469831414e-17,-5.073440146866485e-06,59.88629916855487
3,5300,4.75464763102742e-17,-7.295255835152516e-05,59.88629916855487
3,5600,9.315214557810512,9.315166183076348,59.88629916855487
3,5800,9.248607682963366,9.248475333373193,59.88629916855487
3,6000,2.238473213966645e-17,-2.7936522372402663e-05,59.88629916855487
3,6300,9.084351871228932,9.08429202467687,59.88629916855487
3,6500,2.1987138250718268e-17,-5.220753916101752e-05,59.88629916855487
3,6700,2.183008512877793e-17,-5.7782773506959144e-05,59.88629916855487
3,7000,8.651382921323017e-10,-2.8418115072248213e-05,59.88629916855487
3,7200,2.4505534614606916e-17,-3.3519110706638627e-06,59.88629916855487
3,7400,2.4330492702733028e-17,-0.00012946591860587566,59.88629916855487
3,7700,2.407027138485799e-17,-3.42103819416853e-05,59.88629916855487
3,7900,1.1501075421560566e-16,-6.829692611521757e-05,59.88629916855487
3,8100,2.37276338002089e-17,-7.015170899771857e-05,59.88629916855487
3,8400,2.347386022392764e-17,-1.613908457604764e-05,59.88629916855487
3,8600,2.3306187515334845e-17,-3.2817767894620836e-05,59.88629916855487
3,8800,2.3139712484884218e-17,-6.571941853999251e-05,59.88629916855487
3,9100,2.2892226889272352e-17,-3.225757650280642e-05,59.88629916855487
3,9300,8.935223631519726e-15,-3.1989089670619056e-05,59.88629916855487
